OBJECTID,StreetID,Name,Type,LeftFrom,LeftTo,RightTo,SegmentID,Surface,Class,Curb,Width,Miles,Cross1,Cross12,Cross2,Cross22,GlobalID
148,202.0,CAITLIN,CT,101,105,104,216,BST,Local,Y,,0.03419,LAURENS WAY, , , ,{A7EF3786-642F-4FC8-972A-FAB5E5C3211A}
149,2946.0,STRAYHORN,LN,2,10,9,217,Unpaved,Private,No,,0.07343,NEW HOPE CHURCH RD, , , ,{EFD478CA-51B9-468F-9D98-B19C2213D274}
150,1667.0,NEW HOPE CHURCH,RD,1500,1522,1521,218,Asphalt,Local,No,,0.11871,NEW HOPE TRACE,40,STRAYHORN LN,NC 86,{15C301D4-5D2D-4C11-B02A-20A6F8C98FBB}
151,1670.0,NEW HOPE,TRCE,1,1,1421,219,Asphalt,Local,No,,0.242,NEW HOPE CHURCH RD, , , ,{E73EEEBA-2339-4AD0-8C1E-63A866A8F355}
152,1667.0,NEW HOPE CHURCH,RD,1300,1398,1399,220,Asphalt,Local,No,,0.10173,40,40,NEW HOPE TRACE,NC 86,{8684E0C1-71E5-4DEC-828F-232E898072A7}
153,1691.0,AQUATIC,DR,101,299,300,222,BST,Local,,,0.42966,HOMESTEAD RD,HOMESTEAD RD, , ,{B78259AF-B077-4C94-B1A7-4D1237BD4C42}
154,1671.0,NEW JERICHO,RD,6100,6198,6199,224,BST,Local,No,,0.10249,GALILEAN TRL, ,MILL HOUSE RD,MILL HOUSE RD,{1D7FAC2C-7148-4D56-A3DB-94DB3A1C5163}
155,1671.0,NEW JERICHO,RD,6200,6298,6299,225,BST,Local,No,,0.12299,GALILEAN TRL, ,MILL HOUSE RD,MILL HOUSE RD,{CC53F987-EC53-4D64-9EA1-211A7C4A180C}
156,2224.0,SILVER FOX,CIR,500,506,505,227,Asphalt,Local,,,0.03842,GOVERNOR DR, , , ,{8FC81B2E-A3BF-4D94-B520-2D806AA90567}
157,938.0,GOVERNOR,DR,704,706,1,228,,Local,,,0.04122,DAIRY FARM DR, ,SILVER FOX CIR, ,{E17B4B31-F1D1-423F-9ED7-56A5302F6A3C}
158,938.0,GOVERNOR,DR,400,404,405,229,,Local,,,0.01983, , ,HAROLD LATTA DR, ,{777D7736-383E-4051-80B1-03ADD5CED028}
159,2910.0,SCOTSWOOD,BLVD,101,211,210,231,Asphalt,Local,,,0.19614,US 70 E,US 70 E,CARTERET DR, ,{08E9F61C-F224-4944-AF93-2F1EA7395FDC}
160,2910.0,SCOTSWOOD,BLVD,214,398,399,232,Asphalt,Local,,,0.08157,CARTERET DR,BARTLETT CIR, , ,{30291FDC-D73A-45B8-A653-FD5CE4DC9F2E}
161,802.0,FARRINGTON,RD,0,0,0,233,Asphalt,Arterial,,,0.07364, , , , ,{83C80DDD-EFBD-41CC-9F4B-30FAE733588D}
162,802.0,FARRINGTON,RD,6201,6299,6298,234,Asphalt,Arterial,,,0.12768, , , , ,{964DA44B-2C03-4E1C-9853-28096FBA7F62}
163,802.0,FARRINGTON,RD,6301,6399,6398,235,Asphalt,Arterial,,,0.2683, , , , ,{27FB9B38-DB3E-4B75-AA80-0E05B8D0F6F7}
164,1980.0,NC HWY 54,FWY,0,0,0,236,Asphalt,Prin Art,No,,0.08613, , , , ,{28A957DC-99B3-4DC7-8057-54B3F994B970}
165,802.0,FARRINGTON,RD,6001,6199,6198,237,Asphalt,Arterial,,,0.23467, , , , ,{9F897B5E-A0E1-40DA-835F-CD9903C83042}
166,802.0,FARRINGTON,RD,6401,7299,7298,238,Asphalt,Arterial,,,0.68589, , , , ,{AFC29952-3958-4A01-9924-240E4D2E57C0}
167,802.0,FARRINGTON,RD,7301,7399,7398,239,Asphalt,Arterial,,,0.15556, , , , ,{2DC98A85-B9CE-4142-95FF-79B940F00A4A}
168,802.0,FARRINGTON,RD,7401,7499,7498,240,Asphalt,Arterial,,,0.12373, , , , ,{B065C85D-0261-4735-A9D7-995E596918AF}
169,802.0,FARRINGTON,RD,7501,7799,7798,241,Asphalt,Arterial,,,0.37206, , , , ,{8D5E647C-AB6E-4211-8B76-5631DFDC5437}
170,3891.0,WINDHURST,RD,101,199,198,242,BST,Private,,,0.05144,HARDSCRABBLE DR,HARDSCRABBLE DR, , ,{454643C8-6E95-4C15-A851-7924E3548E9B}
171,3887.0,HARDSCRABBLE,DR,707,725,724,243,BST,Private,,,0.11816,TREADWAY CT, ,WINDHURST RD, ,{5B435E95-1190-47D7-A9D4-6D624A3E53D8}
172,3890.0,TREADWAY,CT,1,99,98,244,BST,Private,,,0.11175,HARDSCRABBLE DR,HARDSCRABBLE DR, , ,{16DF2F1F-88A7-4D3C-87B9-2D7C554A18B9}
173,3887.0,HARDSCRABBLE,DR,801,899,898,245,BST,Private,,,0.10755,WINDHURST RD, ,PENNWICK PL, ,{6E757B7B-A279-4D29-971B-51DFFA2A4836}
174,3893.0,BURGESS,CT,1,99,98,246,BST,Private,,,0.136,HARDSCRABBLE DR,HARDSCRABBLE DR, , ,{B11F36AF-4314-45AC-8F6F-237ED9530B58}
175,3887.0,HARDSCRABBLE,DR,901,999,998,247,BST,Private,,,0.15712,PENNWICK PL, ,BURGESS CT, ,{E2BC2992-1EFB-47B1-A50B-9490583CB8DF}
176,3892.0,PENNWICK,PL,1,99,98,248,BST,Private,,,0.14576,HARDSCRABBLE DR,HARDSCRABBLE DR, , ,{9D943068-0753-4846-B042-D3451A94113E}
177,3904.0,STEEPLETON,CT,1,99,98,249,BST,Private,,,0.15371,HARDSCRABBLE DR,HARDSCRABBLE DR , , ,{FC5610DF-9CEB-48D8-8212-5425EFC2E28D}
178,3887.0,HARDSCRABBLE,DR,1001,1099,1098,250,BST,Private,,,0.10625,BURGESS CT, ,STEEPLETON CT, ,{0D6C8A6E-0303-41A3-A026-88B56EB10E43}
179,3894.0,THISTLE,TRCE,1,99,98,251,BST,Private,,,0.14603,HARDSCRABBLE DR,HARDSCRABBLE DR E, , ,{59E9FC7D-DE7B-4DFA-9048-2CD6F06CAE08}
180,3887.0,HARDSCRABBLE,DR,1101,1199,1198,252,BST,Private,,,0.20151,STEEPLETON CT, ,THISTLE TRCE, ,{EFAAE734-DDD2-4A71-8981-D08D7D70E165}
181,3895.0,STOCKBRIDGE,PL,201,299,298,253,BST,Private,,,0.0607, , , , ,{3A536C60-CA9A-4DD4-B157-5D09807B679E}
182,3896.0,WILSFORD,CT,1,99,98,254,BST,Private,,,0.09754, , , , ,{3C38C644-67A4-4445-8A40-DBAAC174F23D}
183,979.0,GREENWOOD,RD,0,0,0,255,BST,Arterial,Y,33.0,0.00809,RALEIGH RD,SOUTH RD,ARROWHEAD RD, ,{6DC86B24-0FBC-4DE6-8F9A-D15B3F670312}
184,2988.0,I 40 W ENT 263, ,0,0,0,256,Asphalt,Local,,,0.26931,NEW HOPE CHURCH RD,NEW HOPE CHURCH RD,I-40, ,{5EB97A90-54D7-42AE-B52E-E0EC6349208B}
185,1657.0,I 40 E EXIT 263, ,0,0,0,257,Asphalt,Local,,,0.28756,I-40, ,NEW HOPE CHURCH RD,NEW HOPE CHURCH RD,{5DB1E36B-9581-4F1A-A52B-D65FBCC8DCB5}
186,1657.0,I 40 E ENT 263, ,0,0,0,258,Asphalt,Local,,,0.23843,NEW HOPE CHURCH RD,NEW HOPE CHURCH RD, , ,{9F06EFF2-5AFF-46C4-A4B6-D30A6FCEE489}
187,2988.0,I 40 W EXIT 263, ,0,0,0,259,Asphalt,Local,,,0.27132, , ,NEW HOPE CHURCH RD,NEW HOPE CHURCH RD,{52E6B5BE-9361-4566-BA4A-AF851B20E35E}
188,3755.0,I 40 W ENT 266, ,0,0,0,260,Asphalt,Arterial,No,,0.28321, , ,NC 86,NC  86,{84B0C061-99E8-4C2B-83CF-8BE7EB33F5D1}
189,3755.0,I 40 E EXIT 266, ,0,0,0,261,Asphalt,Arterial,No,,0.31805,AIRPORT RD,NC 86, , ,{1464A50C-6D1C-43FC-8A12-41C10E16E610}
190,3755.0,I 40 W EXIT 266, ,0,0,0,262,Asphalt,Arterial,No,,0.30373, , ,NC  86,NC 86,{B7519E19-EAE6-4127-A2E2-23E5079608B8}
191,3755.0,I 40 E ENT 266, ,0,0,0,263,Asphalt,Arterial,No,,0.30892, , ,AIRPORT RD,NC 86,{1DC1CF6C-7BCC-403D-8D73-37BB3CFEEAF0}
192,3897.0,SAGAMORE,PL,1,99,98,264,BST,Private,,,0.2241,HARDSCRABBLE DR,HARDSCRABBLE DR, , ,{61B164DF-F7F8-411D-921A-6BEC033AA900}
193,3887.0,HARDSCRABBLE,DR,401,499,498,265,BST,Private,,,0.13732,SAGAMORE PL, ,OLD BUGGY TRL, ,{247129E2-1A28-4DDD-8B06-8C8F0C14EB4B}
194,3898.0,OLD BUGGY,TRL,101,199,198,266,BST,Private,,,0.15359, , , , ,{C3F64F1F-F1ED-4837-9AB4-BFDD76940AAC}
195,3899.0,SHOTWELL,CT,101,199,198,267,BST,Private,,,0.04881, , , , ,{6EAA26DF-D480-49B8-B07E-A47898420190}
196,3895.0,STOCKBRIDGE,PL,101,199,198,269,BST,Private,,,0.19689,HARDSCRABBLE DR E,HARDSCRABBLE DR E, , ,{E04EBD94-AB80-4713-9D5A-7A8542B5F2C3}
197,3900.0,CHATFIELD,CT,1,99,98,270,BST,Private,,,0.04547,HARDSCRABBLE DR,HARDSCRABBLE DR, , ,{32A2D68D-60C0-456F-A52A-571D0E7A364D}
198,3887.0,HARDSCRABBLE,DR,301,399,398,271,BST,Private,,,0.11406,CHATFIELD CT, ,SAGAMORE PL, ,{9C313805-127C-4642-A49D-6C99DE46A470}
199,3898.0,OLD BUGGY,TRL,201,299,298,272,BST,Private,,,0.08047, , , , ,{6CCA82CA-8E75-45C7-9CB5-C1A964860BFA}
200,3901.0,ASHEMONT,CIR,101,199,198,273,BST,Private,,,0.06002, , , , ,{28BCF0DC-7AAD-4BC2-8F73-F2F249D1EF7F}
201,3887.0,HARDSCRABBLE,DR,201,299,298,275,BST,Private,,,0.15865,HARDSCRABBLE DR E,,CHATFIELD CT, ,{2FA52BB3-7347-41E6-AF5B-BF8C2B7D934C}
202,3898.0,OLD BUGGY,TRL,301,399,398,276,BST,Private,,,0.14359, , , , ,{90F30B05-15E4-474B-9653-0AF743B3B7D9}
203,3902.0,THORNBERRY,CT,101,199,198,277,BST,Private,,,0.06211,OLD BUGGY TRL,OLD BUGGY TRL, , ,{BCF408C0-0CCF-48BE-BE29-C3520B2745FA}
204,3903.0,CAVEDISH,CT,101,199,198,278,BST,Private,,,0.08437,OLD BUGGY TRL,OLD BUGGY TRL, , ,{AD982943-BEA2-405E-BE00-161434175E35}
205,3887.0,HARDSCRABBLE,DR,101,199,198,279,BST,Private,,,0.11681, , , , ,{BDDD213B-C7A6-426F-AAC0-D38E92EEAD09}
206,3909.0,FINCHLEY,CT,1,99,98,280,BST,Private,,,0.0473,HARDWOOD LN,HARDWOOD LN, , ,{5EC80885-5F58-48FF-8356-6FFCB6AD99DE}
207,3907.0,HARDWOOD,LN,2701,2799,2798,282,BST,Private,,,0.24184,DUNNEGAN RD,DUNNEGAN RD,CAIN CREEK CT, ,{849D38F0-3609-4691-969E-E212AC77A392}
208,3906.0,REDPINE,RD,2701,2799,2798,283,BST,Private,,,0.23535,HARDWOOD LN,HARDWOOD LN,ST MARYS RD,ST MARYS RD,{A1B0E2CE-C35A-465D-AE31-F9E7FA3A1DC6}
209,3907.0,HARDWOOD,LN,2501,2509,2510,284,BST,Private,,,0.07901,BUSHMILL CT,,REDPINE RD, ,{44D542A7-5136-4E5F-B042-96996958E141}
210,3907.0,HARDWOOD,LN,2401,2499,2498,285,BST,Private,,,0.05494, , , , ,{DF691A6F-1D36-418D-A09B-B0D541BD55F6}
211,3908.0,CAIN CREEK,CT,1,99,98,286,BST,Private,,,0.08596,HARDWOOD LN,HARDWOOD LN, , ,{B0D6D0B8-341A-4D63-9EB4-C2E339CCA63E}
212,3910.0,BUSHMILL,CT,1,99,98,287,BST,Private,,,0.12381,HARDWOOD LN,HARDWOOD LN, , ,{F9D24F38-F26D-4755-AACE-B6BC193830F2}
213,3906.0,REDPINE,RD,2601,2699,2698,288,BST,Private,,,0.1566, , ,HARDWOOD LN, ,{1CA6EFC1-31FF-4638-BEC1-A297672F9696}
214,3907.0,HARDWOOD,LN,2511,2599,2598,290,BST,Private,,,0.09512,FINCHLEY CT, ,BUSHMILL CT, ,{A8BED3D8-0EEE-45FC-9608-406639C3B79C}
215,3907.0,HARDWOOD,LN,2601,2699,2698,291,BST,Private,,,0.04906,CAIN CREEK CT, ,FINCHLEY CT, ,{57AEB0CF-2E10-4EBB-B8B0-DFDA75510551}
216,219.0,CAMP,CIR,1301,1409,0,292,Asphalt,Local,No,,0.10786,CAMP CIR,NC 86,NC 86,NC 86,{B6D25C9E-3388-40DB-9175-A994587775C7}
217,219.0,CAMP,CIR,0,0,1410,293,Asphalt,Local,No,,0.10945,NC 86,NC 86,CAMP CIR,NC 86,{99252417-EA5E-47A5-9164-FA18CD86CD6E}
218,3241.0,EZEKIEL PEPPERS,TRL,1,1,2,294,Asphalt,Local,Yes,,0.03484,ROGERS RD, ,JUBILEE DR, ,{37C80FA8-C424-4AB1-A5E0-1AA6E783B3FF}
219,359.0,CLYDE,RD,2100,2120,2121,300,BST,Local,No,,0.21348,NC 86,NC 86, , ,{04B27FF4-43EE-4EC5-B9CF-25905D9E6119}
220,359.0,CLYDE,RD,2000,2020,2021,301,BST,Local,No,,0.07037,NC 86,NC 86, , ,{73D1DEAF-704D-48F8-886C-1C7EB959A89B}
221,3211.0,NAPA VALLEY,WAY,101,109,110,304,BST,Local,Y,,0.03482,WEAVER DAIRY RD, ,CHATEAU PL, ,{5716777F-5268-43A7-BC6D-B6A83D445335}
222,3222.0,CABERNET,DR,125,127,128,305,BST,Local,Y,,0.02122,VINTAGE WAY, , , ,{D866D5F6-2237-49AA-A668-2913F369951E}
223,3212.0,BERINGER,PL,229,235,236,306,BST,Local,Y,,0.02473, , ,CHATEAU PL, ,{C94C517F-B043-4615-AB90-D73C726C2B32}
224,557.0,MARTIN LUTHER KING JR,BLVD,0,0,7707,309,Asphalt,Prin Art,No,24.0,0.20779,PERKINS DR, ,EUBANKS RD, ,{160389D3-BD3F-43FE-A186-CE2D21EA86CA}
225,1659.0,NC 86, ,0,0,0,310,Asphalt,Minor Art,No,,0.149,WHITFIELD RD,NC 86,I-40,I-40,{EF884B80-51F1-4826-8A6F-FB08AB5E51C8}
226,3424.0,BARTLETT,CIR,101,303,212,311,Asphalt,Private,,,0.06093,N SCOTSWOOD BLVD,N SCOTSWOOD BLVD, , ,{EBFC76AE-E068-49C4-959E-CE990559931B}
227,1693.0,NORTHWOOD,DR,101,103,100,313,BST,Local,,,0.05436,IVY CT, ,NC 86,NC 86,{3BF44002-32F5-420A-B036-2F882019DA4E}
228,1693.0,NORTHWOOD,DR,201,203,204,314,BST,Local,,,0.04772,HUNTER HILL RD, ,BAYWOOD PL, ,{12CD8C5A-D619-41F6-93EE-5FF1151354B4}
229,1693.0,NORTHWOOD,DR,115,117,120,315,BST,Local,,,0.06174,GROOMSBRIDGE CT, ,HUNTER HILL RD, ,{7A63D3E0-81EC-492F-894B-ED4276E4618B}
230,1693.0,NORTHWOOD,DR,107,113,116,316,BST,Local,,,0.1998,AUTUMN LN, ,GROOMSBRIDGE CT, ,{B90E2EB1-2167-47F0-A349-81F33A4E9954}
231,1693.0,NORTHWOOD,DR,105,105,104,317,BST,Local,,,0.06242,IVY CT, ,AUTUMN LN, ,{799F3A38-EE10-4B65-AD4C-05A01DDB2491}
232,1693.0,NORTHWOOD,DR,205,207,206,318,BST,Local,,,0.07428,PEBBLE CT, ,BAYWOOD PL, ,{2D1F7A71-E1BB-4A31-8253-EB77946898F2}
233,540.0,BAYWOOD,PL,101,105,106,319,BST,Local,,,0.06187,NORTHWOOD DR,NORTHWOOD DR, , ,{E69FC352-185C-4F15-8E8D-75D52F1A5004}
234,505.0,AUTUMN,LN,101,103,104,320,BST,Local,,,0.10247,NORTHWOOD DR,NORTHWOOD DR,WALDEN PL, ,{0644B9CB-B494-4AAB-B635-DA3A51E676F4}
235,984.0,GROOMSBRIDGE,CT,100,106,105,321,BST,Local,,,0.0886,NORTHWOOD DR, , , ,{195BEF48-98D7-4196-AF86-A72133D718F6}
236,1185.0,IVY,CT,100,104,103,322,BST,Local,No,,0.02944,NORTHWOOD DR,NORTHWOOD DR, , ,{2CB066B6-A821-4F88-AB08-88801E6F62CA}
237,2551.0,WALDEN,PL,101,105,104,323,BST,Local,,,0.06374,AUTUMN LA,AUTUMN LA, , ,{5088B672-F11C-46AC-8E77-6BFD4FEA1CDD}
238,505.0,AUTUMN,LN,105,115,114,324,BST,Local,,,0.16851,WALDEN PL, ,HUNTER HILL RD,HUNTER HILL RD,{2016EEC5-B243-491F-84AB-B5852CBF12D6}
239,1854.0,PEBBLE,CT,101,103,102,325,BST,Local,,,0.04568,NORTHWOOD DR,NORTHWOOD DR, , ,{9FBCD56C-3F94-4525-ABDC-6CF49C755105}
240,1153.0,HUNTER HILL,RD,201,205,112,326,BST,Local,,,0.10209,AUTUMN LA, ,MOSSWOOD CT, ,{31DD4543-6E85-4C6E-B090-07108B6C2C3F}
241,1153.0,HUNTER HILL,RD,101,109,108,327,BST,Local,,,0.146,NORTHWOOD DR, ,AUTUMN LA, ,{96898F8D-E771-4390-8BD4-7B3F0F75EAB0}
242,1606.0,MOSSWOOD,CT,100,106,107,328,BST,Local,,,0.10269,HUNTER HILL RD,HUNTER HILL RD, , ,{4F38D52C-4CF5-4007-B0F8-EA475009A4AF}
243,1153.0,HUNTER HILL,RD,207,209,116,329,BST,Local,,,0.05075,MOSSWOOD CT, , , ,{CBD14661-22B0-4AE3-BA1D-D9854EBCCD92}
244,2916.0,HIGH RIDGE,DR,1200,1200,1201,336,BST,Private,No,,0.04634,NEW SALOU DR,NEW SALOU DR,CLIMBING ASTER CT, ,{301F8354-FFEC-440E-B53C-AF89C58BD74E}
245,1659.0,NC 86, ,7108,7200,7199,344,Asphalt,Minor Art,No,,0.11295,HILLTOP MOBILE HOME PK, ,NC  86,WHITFIELD RD,{FDFFD3F7-0D35-4DDB-8482-84AF9079DF12}
246,1615.0,MT MORIAH,RD,0,0,0,345,Asphalt,Local,,,0.58385, , , , ,{DDF277CB-7BFA-403D-9658-B2051650EB97}
247,1737.0,OLD CHAPEL HILL,RD,0,0,0,346,BST,Arterial,,18.0,0.08469,POPE RD, , , ,{A44E7E35-34D1-4BB5-B7E2-B342066397E6}
248,1919.0,POPE,RD,4001,4021,4022,347,BST,Arterial,N,25.0,0.25802,OLD DURHAM RD,OLD DURHAM RD,CRICKET GROUND RD, ,{2ECD604E-EC90-4805-B986-88F651C01F0C}
249,3630.0,WEEPING WILLOW,LN,100,124,125,348,Unpaved,Private,No,,0.17501,YARBOROUGH RD, ,, ,{206E7666-6207-4ADD-AC72-B42F75B959BE}
250,3619.0,BLUE LAKE,DR,601,611,610,349,BST,Private,,,0.08003,ASHBURY BLVD, ,GOLDFINCH CT,,{4AE8BAE7-9250-484F-AD51-AB41CF31BB56}
251,1919.0,POPE,RD,4201,4215,4214,351,BST,Arterial,N,25.0,0.07461,CLARK LAKE RD, ,CLARK LAKE RD, ,{5C488152-2276-4DAD-91DC-3D4FEA9DB638}
252,1919.0,POPE,RD,4517,4539,4538,353,BST,Arterial,N,25.0,0.08844,NEWTON DR, ,EPHESUS CHURCH RD,EPHESUS CHURCH RD,{87090130-8807-48C8-A607-D97656D931C8}
253,791.0,FAISON,RD,401,403,402,354,Asphalt,Local,Yes,,0.04723,SIMMERVILLE RD, ,FALKNER DR, ,{81F820E4-9133-4D19-80FD-12F2EC145AFB}
254,2840.0,SIMERVILLE,RD,401,407,416,355,Asphalt,Local,Yes,,0.11788,FALKNER DR, ,FAISON RD, ,{7F348E1E-A9AB-49F9-AF38-48FF97439915}
255,2840.0,SIMERVILLE,RD,301,303,304,356,Asphalt,Local,Yes,,0.05375,PARKRIDGE AVE, ,FALKNER DR, ,{B2142298-1EBE-45B6-95FD-18C734671325}
256,341.0,CIRCLE PARK,PL,0,0,0,359,Asphalt,Local,Yes,,0.02834,CIRCLE PARK PL, ,ARCHER ALLEY, ,{BF8C1699-ED04-4CFC-AA1B-EE90240D5927}
257,3266.0,SPAIGHT,ALY,101,125,124,360,Asphalt,Local,Yes,,0.13975,SPRUNT ST, ,CIRCLE PARK PL, ,{32D4B8A7-567B-4BF1-99DD-DF1B261E6ABD}
258,2578.0,WEAVER MINE,TRL,501,511,512,361,Asphalt,Local,Yes,,0.09067,BUCKNER LN, ,SPRUNT ST, ,{30914E1F-77DA-42EC-91A6-3BF5A091FF29}
259,2578.0,WEAVER MINE,TRL,401,409,410,362,Asphalt,Local,Yes,,0.07082,FALKNER DR, ,BUCKNER LN, ,{EC401348-722E-4962-ABDF-849D40F2DD69}
260,2578.0,WEAVER MINE,TRL,301,305,304,363,Asphalt,Local,Yes,,0.04624,CIRCLE PARK PLACE, ,FALKNER DR, ,{42499512-89B0-4E20-9BBC-7D27A11A8F34}
261,2110.0,ESTES,DR,0,0,0,364,BST,Local,N,21.0,0.00914,FORDHAM BLVD,FORDHAM BLVD,FORDHAM DR,FORDHAM DR,{34D726A9-464D-44D0-92F1-ECADB97BFB2F}
262,2660.0,WILLOW,DR,0,0,0,365,BST,Collector,,0.0,0.00925,FORDHAM BLVD,FORDHAM BLVD,FORDHAM BLVD,FORDHAM BLVD,{2F08D9A6-B826-42BC-8791-9F42D5D65524}
263,2109.0,ELLIOTT,RD,0,0,0,366,BST,Collector,Yes,33.0,0.00929,FRANKLIN ST,FRANKLIN ST,FORDHAM BLVD,FORDHAM BLVD,{69D40293-9648-451F-8602-94D5BCED547B}
264,1564.0,MILLHOUSE,RD,6500,6532,6531,367,BST,Local,,,0.17793,BLACKWOOD MOUNTAIN RD, ,MANOR DR,MILLHOUSE RD,{21F0ED6B-4975-48F6-A224-3573F761D25A}
265,1943.0,PRISCILLA,LN,1801,1899,1898,370,Unpaved,Private,No,,0.12016,ROGERS RD, ,, ,{9FB00D3B-A741-4277-A736-027D73C109B8}
266,2284.0,ST MARYS,RD,3,3,4,378,Asphalt,Major Coll,No,,0.09933,HARDSCRABBLE DR, ,DUNNEGAN  RD, ,{5F63A6AF-ADC9-4420-9D99-B735C2F81BB8}
267,2284.0,ST MARYS,RD,1,1,2,379,Asphalt,Major Coll,No,,0.39833,REDPINE RD, ,HARDSCRABBLE DR, ,{5D29D07A-3611-4790-85F2-95A0CF4CA01D}
268,2772.0,NEW STATESIDE,DR,101,149,148,380,BST,Collector,,,0.04579, , , , ,{D265DFFF-F763-4DDB-B493-9D8BE3596720}
269,135.0,BRIGHT SUN,PL,101,113,112,381,BST,Local,,,0.09645,NEW STATESIDE DR, , , ,{5DA7D512-D0F5-4190-9265-582512729275}
270,2772.0,NEW STATESIDE,DR,150,198,199,382,BST,Collector,,,0.17113, , , , ,{7B4D7869-39F7-4232-A652-F034041F6A1E}
271,2607.0,WESTMINSTER,DR,0,0,0,383,BST,Local,,,0.01754,EDISTO CT, ,WESTMINSTER DR, ,{7BA85CAB-E3B9-4EEB-83BF-52AE59C09F2C}
272,2607.0,WESTMINSTER,DR,0,0,0,384,BST,Local,,,0.01386,WESTMINISTER DR, ,EDISTO CT, ,{C4EE51A0-73B8-453F-9F7F-DA4D0E41B0E8}
273,692.0,DREW HILL,LN,8001,8307,8306,385,Asphalt,Private,Yes,,0.07204,DREW HILL LN, ,DREW HILL LN, ,{A026F848-B47C-4F17-BB4A-A41EA99FE9B9}
274,3615.0,CATTAIL,LN,101,109,110,386,BST,Private,,,0.06072,RUSCH RD, ,ZIEGER LN, ,{EB010502-C4F4-4FF7-93B0-DEF3ECE7FBEF}
275,2676.0,WINDY MEADOW,DR,3600,3728,3729,387,Unpaved,Private,No,,0.06069,SCHLEY RD,SCHLEY RD,, ,{9411E0EF-BA43-49B9-826D-CF65996C1D2D}
276,3593.0,ZIEGER,LN,200,202,1,388,BST,Private,,,0.01579,CATTAIL LN, , , ,{A149D781-BF1C-4625-A097-ED42FC839EFC}
277,1667.0,NEW HOPE CHURCH,RD,602,694,695,390,Asphalt,Local,No,,0.11833,WOODCREST MOBILE HOME PK, ,FOXLAIR RD, ,{F9DA9CE5-493B-4290-8410-1CD7394F8056}
278,1667.0,NEW HOPE CHURCH,RD,696,698,699,391,Asphalt,Local,No,,0.00916,WOODCREST MOBILE HOME PK, ,FOXLAIR RD, ,{D8372430-E6B1-47DC-AA40-E1318EC1EE17}
279,1125.0,HOMESTEAD,RD,0,0,0,392,BST,Arterial,No,,0.00998,BROOKSTONE DR, ,AIRPORT RD,AIRPORT RD,{9F157181-69C3-4322-AAD8-50BD9801ECD4}
280,2772.0,NEW STATESIDE,DR,0,0,0,393,BST,Collector,N,,0.00413, , , , ,{E2507D9C-3591-476C-8D39-3A9395E98FA5}
281,2300.0,STATESIDE,DR,0,0,0,396,BST,Collector,N,24.0,0.00406,AIRPORT RD,AIRPORT RD,DIXIE DR, ,{5701B4A4-9855-4924-873C-529553F5CD0F}
282,2607.0,WESTMINSTER,DR,0,0,0,397,BST,Collector,Y,41.0,0.00787,AIRPORT RD,AIRPORT RD,SPARROW ST, ,{E064040C-9C24-4198-98E7-F6E0DABFBB2B}
283,1864.0,PERKINS,DR,0,0,0,401,BST,Local,Y,27.0,0.01076, , ,WEAVER DAIRY RD, ,{2D28A2EE-2DFA-433B-8C71-2A7C271687CF}
284,780.0,EUBANKS,RD,0,0,0,403,BST,Collector,,,0.01173,NORTHWOOD DR, ,NC 86,NC 86,{7846B8BF-D21F-4EAF-9430-373AD4055215}
285,1667.0,NEW HOPE CHURCH,RD,1252,1298,1299,405,Asphalt,Local,No,,0.13253,40,40,40,40,{AC294DF5-8766-4D3D-8B8E-B5DADDF8932D}
286,1659.0,NC 86, ,0,0,7301,406,Asphalt,Minor Art,No,,0.1507,WHITFIELD RD,NC 86,I-40,I-40,{D8349DFF-9D15-4651-87B4-92D854ABAA3A}
287,2634.0,WHITFIELD,RD,0,0,0,407,,Local,,,0.00798,NC 86, ,CREEKWOOD DR, ,{941CD511-A5E0-4A21-B716-54733E9AAB93}
288,219.0,CAMP,CIR,1719,1937,1938,410,Asphalt,Private,No,,0.21895, , , , ,{83790962-52D7-4A76-A88D-379564DF1D99}
289,2092.0,ROWE,RD,301,305,306,413,BST,Local,Y,,0.04353,BARTON LN, ,WEAVER DAIRY RD, ,{3EA4421F-8560-47A5-85B5-BE56ECE4E037}
290,1817.0,PALAFOX,DR,101,103,104,415,BST,Local,Y,,0.0413,WEAVER DAIRY RD EXT, ,HARRISON CT, ,{91E98D52-E7BE-410B-928A-45BEB6B1E3D8}
291,1405.0,LONEBROOK,DR,0,0,0,416,BST,Local,Y,33.0,0.00703,WEAVER DAIRY RD EXT, ,TREMONT CIR, ,{0BF500DE-0DF2-45E7-BF0B-CBBE06EF81F6}
292,1405.0,LONEBROOK,DR,101,101,100,417,BST,Local,Y,33.0,0.08305,WEAVER DAIRY RD EXT, ,TREMONT CIR, ,{106F3EB4-ABBB-4028-8A14-27DF9C3715C5}
293,4086.0,GENESTU ,DR,2,298,299,421,Unpaved,Private,No,,0.18861,EUBANKS RD, , , ,{9E832935-A81D-45CE-95C9-270236603876}
294,1657.0,I 40, ,0,0,0,425,Asphalt,Interstate,No,,1.88682, , , , ,{BFE56147-C864-476E-A36E-0B473106155C}
295,2988.0,I 40, ,0,0,0,426,Asphalt,Interstate,No,,1.93414, , , , ,{7E8141E4-F98F-4EC6-8730-B89A9EC3EC5D}
296,2988.0,I 40, ,0,0,0,427,,Interstate,,,0.59321, , , , ,{39E7F31B-95E5-4FFE-A96B-AC98A13B4321}
