OBJECTID,StreetID,Name,Type,LeftFrom,LeftTo,RightTo,SegmentID,Surface,Class,Curb,Width,Miles,Cross1,Cross12,Cross2,Cross22,GlobalID
8900,1130.0,HONEYSUCKLE,RD,2319,2325,2324,1170,BST,Collector,Y,33.0,0.07968,HONEYSUCKLE CT, ,RED BUD RD, ,{75E998ED-3279-4A53-BD76-7D43F02ED1D7}
8901,1129.0,HONEYSUCKLE,CT,2300,2318,2324,1171,BST,Local,Y,33.0,0.04117,HONEYSUCKLE RD,HONEYSUCKLE RD, , ,{ECC6C1D9-3336-46E6-B303-901AF52DF8D1}
8902,2007.0,RED BUD,RD,501,517,524,1172,BST,Local,Y,33.0,0.1969,LAKESHORE LA,LAKESHORE LA,HONEYSUCKLE RD,RED BUD LA,{5E8370AC-314A-4BF8-BEFC-4D5631119D8E}
8903,1130.0,HONEYSUCKLE,RD,2401,2413,2414,1173,BST,Collector,Y,33.0,0.13437,RED BUD LA,RED BUD RD,BOOKER CREEK RD, ,{86C58B04-A349-4CB0-9E40-BFAB3EA06323}
8904,1130.0,HONEYSUCKLE,RD,2415,2419,2418,1174,BST,Collector,Y,33.0,0.05801,BOOKER CREEK RD, ,SEDGEFIELD DR, ,{53E1F82C-B37C-4449-B78A-ADBE37515128}
8905,1130.0,HONEYSUCKLE,RD,2421,2423,2424,1175,BST,Collector,Y,33.0,0.0518,SEDGEFIELD DR, ,TILGHMAN CIR, ,{7D8535B8-E0BA-4B4C-9363-1F4845FDEF04}
8906,1130.0,HONEYSUCKLE,RD,2425,2439,2438,1176,BST,Collector,Y,33.0,0.05981,TILGHMAN CIR, ,WAYFARER CT,SPRINGVIEW TRL,{13E8AF83-6E3B-488F-98A1-F19C5A052668}
8907,1130.0,HONEYSUCKLE,RD,2441,2447,2446,1177,BST,Collector,Y,33.0,0.05998,WAYFARER CT, ,KORNEGAY PL, ,{C7BFF5DE-7707-47A2-8CC7-513AF31BD5C8}
8908,1130.0,HONEYSUCKLE,RD,2449,2451,2452,1178,BST,Collector,Y,33.0,0.05536,KORNEGAY PL, ,FOXWOOD DR,FOXWOOD DR,{A5582F24-A82D-4A7F-9039-F2BCA202F0B9}
8909,82.0,BOOKER CREEK,RD,2501,2507,2506,1180,BST,Local,Y,33.0,0.09,OLD OXFORD RD, ,MILLWOOD CT, ,{4EEDD086-A486-4352-829E-7040F08B8E40}
8910,82.0,BOOKER CREEK,RD,2521,2541,2542,1181,BST,Local,Y,33.0,0.22918, , ,FOXWOOD DR, ,{F4325A7F-B557-491D-AF5A-BB5635AD9688}
8911,82.0,BOOKER CREEK,RD,2559,2561,2558,1183,BST,Local,Y,33.0,0.08277,HONEYSUCKLE RD,HONEYSUCKLE RD,OWENS CT, ,{D64C38F8-98A7-4229-B298-6AF3C9ED10E2}
8912,266.0,CEDAR FALLS,RD,801,805,804,1184,BST,Local,Y,27.0,0.08505, , ,BROOKVIEW DR,BROOKVIEW DR,{97CDBF56-ABAC-4A6E-A8E8-AFD02284140D}
8913,1313.0,LAKESHORE,LN,601,609,606,1185,BST,Local,Y,33.0,0.09184,HONEYSUCKLE RD,HONEYSUCKLE RD, , ,{424E4B87-2948-40CA-BAFC-565F75F86FB0}
8914,195.0,BUXTON,CT,2513,2521,2529,1186,BST,Local,Y,33.0,0.07569,FOXWOOD DR, , , ,{4D731B8D-78FA-4A43-988F-DA8A2D5FEADA}
8915,862.0,FOXWOOD,DR,2515,2519,2520,1187,BST,Local,Y,33.0,0.05551,BUXTON CT, ,BOOKER CREEK RD, ,{3EC0DA90-E5CE-4079-A625-1E554AEB49C4}
8916,862.0,FOXWOOD,DR,2505,2513,2512,1188,BST,Local,Y,33.0,0.0919,BUXTON CT, ,SPRINGVIEW TRL, ,{7054E509-467C-4F40-8B8C-EE0EF82B634A}
8917,862.0,FOXWOOD,DR,2501,2503,2504,1189,BST,Local,Y,33.0,0.05896,SPRINGVIEW TRL, ,HONEYSUCKLE RD, ,{12079BD4-3479-4056-9777-1DD0B74F2DFF}
8918,862.0,FOXWOOD,DR,2459,2481,2480,1190,BST,Local,Y,33.0,0.20313,HONEYSUCKLE RD, ,SEDGEFIELD DR,SEDGEFIELD DR,{A58C1D0C-3DA7-4133-AD9C-C0EE22C1BC38}
8919,2168.0,SEDGEFIELD,DR,2461,2463,2464,1191,BST,Collector,Y,33.0,0.05099,WEAVER DAIRY RD,WEAVER DAIRY RD,FOXWOOD DR, ,{87A99926-3CD9-44FA-BA98-8D01F5FACC4A}
8920,2011.0,REGENT,PL,101,107,106,1192,BST,Local,Y,27.0,0.03574,WEAVER DAIRY RD,WEAVER DAIRY RD, , ,{EF3144B4-C378-4D62-BF8F-E4C6AC331DAE}
8921,2168.0,SEDGEFIELD,DR,2443,2459,2460,1193,BST,Collector,Y,33.0,0.1235,FOXWOOD DR, ,MAYBERRY CT, ,{04790571-6632-4D16-A68E-AC8C1928B14D}
8922,2168.0,SEDGEFIELD,DR,2431,2441,2444,1194,BST,Collector,Y,33.0,0.10218,MAYBERRY CT, ,ROSEWOOD CT, ,{E2C91F95-8A5E-4981-AB83-E910AB4B4CAB}
8923,2168.0,SEDGEFIELD,DR,2419,2423,2430,1195,BST,Collector,Y,33.0,0.0797,ROSEWOOD CT, ,HONEYSUCKLE RD,HONEYSUCKLE RD,{2D3B7BA8-3496-4467-8B58-DE792BCFA55F}
8924,4036.0,SPRINGVIEW,TRL,2435,2451,2454,1196,BST,Local,Y,33.0,0.21227,HONEYSUCKLE RD,WAYFARER CT,FOXWOOD DR,FOXWOOD DR,{3CC9E3DC-27C0-4E4E-8BF9-070462DF5763}
8925,1760.0,OLD OXFORD,RD,2101,2103,2102,1197,BST,Collector,Y,,0.02811,SUMMERFIELD, , , ,{CC5C5C52-87D7-4C0B-9DF4-606058D06557}
8926,1760.0,OLD OXFORD,RD,2105,2107,2106,1200,BST,Collector,Y,,0.04858,DAILEY RD, ,SUMMERFIELD, ,{51F05628-7571-470F-B23C-C2035616E39A}
8927,1760.0,OLD OXFORD,RD,2117,2121,2120,1202,BST,Collector,Y,,0.01521,WESTOVER, ,SULLEY CT, ,{7A58A4B2-E69F-439A-9703-E40D6878199C}
8928,1760.0,OLD OXFORD,RD,2123,2129,2128,1204,BST,Collector,Y,,0.03216,SULLEY CT, ,GUNSTON CT, ,{A202B456-D8A1-4537-8508-CE2519AAAA75}
8929,1760.0,OLD OXFORD,RD,2133,2135,2134,1206,BST,Collector,Y,,0.03174,GUNSTON CT, ,DAILEY RD, ,{92C99018-3D55-4129-910F-525F27900A35}
8930,1760.0,OLD OXFORD,RD,4108,4112,109,1207,BST,Collector,N,,0.04228,ERWIN RD,ERWIN RD, , ,{098BC91B-DEDD-4476-96C3-F79AD62E484F}
8931,2006.0,RED BUD,LN,101,109,118,1215,BST,Local,Y,27.0,0.13408,RED BUD RD,HONEYSUCKLE RD,HALF MOON, ,{1B53C27C-750B-4B9C-9725-983EFD58B7D6}
8932,998.0,HALF MOON,PT,101,109,104,1216,BST,Local,Y,27.0,0.03707,RED BUD LA,RED BUD LA, , ,{B0A3D75E-9BA5-4183-B709-357632A16E40}
8933,1619.0,MUIR,LN,101,103,102,1217,BST,Local,Y,27.0,0.05191,WEAVER DAIRY RD,WEAVER DAIRY RD,SIERRA PL,SIERRA DR,{65AFEBD1-E605-47CF-ADB2-91D0FBD9FE28}
8934,2215.0,SIERRA,DR,201,213,216,1218,BST,Local,Y,27.0,0.06741,SIERRA DR,MUIR LA, , ,{7965E3BC-A4D1-48B0-8AB1-EA55F7FBBF18}
8935,1806.0,OVERLOOK,PT,101,105,104,1219,BST,Local,Y,27.0,0.0213,SIERRA DR,SIERRA DR, , ,{11F12306-9520-4B10-8E6A-2745FE411520}
8936,1619.0,MUIR,LN,105,109,108,1220,BST,Local,Y,27.0,0.05117,SIERRA PL,SIERRA DR,TOMALPAS, ,{AA11914C-3885-45EB-857E-D3A847C72FA1}
8937,2372.0,TAMALPAIS,PT,101,105,104,1221,BST,Local,Y,27.0,0.04089,MUIR LA,MUIR LA, , ,{19A6AA50-F8D4-4DA3-81AD-9D5AE2524FAB}
8938,1619.0,MUIR,LN,111,121,120,1222,BST,Local,Y,27.0,0.04463,TOMALPAS, , , ,{F6DEE16B-5CB3-4DCA-89BF-BAFEED93C251}
8939,319.0,CHESLEY,LN,101,103,102,1223,BST,Local,Y,27.0,0.06023,WEAVER DAIRY RD, ,SIERRA DR, ,{EC4F53C5-4BE8-4765-A19F-51F7298FAD76}
8940,319.0,CHESLEY,LN,107,115,112,1224,BST,Local,Y,27.0,0.09103,SIERRA DR, ,SAN MATEO,CHESLEY CT,{79572D4F-2E9F-447E-8972-307481346AC4}
8941,2139.0,SAN MATEO,PL,101,105,104,1225,BST,Local,Y,27.0,0.02708,CHESLEY CT,CHESLEY LA, , ,{3CFD1674-18BC-4B7D-A1F0-FFC948084D37}
8942,318.0,CHESLEY,CT,101,109,108,1226,BST,Local,Y,27.0,0.04594,CHESLEY LA,SAN MATEO, , ,{7F56839C-7807-48E9-838C-E3A988F4B352}
8943,319.0,CHESLEY,LN,201,225,226,1227,BST,Local,Y,27.0,0.13736,SAN MATEO,CHESLEY CT, , ,{39304BDA-C1CB-4317-B8E6-3CFDE27773AA}
8944,482.0,ARCADIA,LN,101,103,102,1228,BST,Local,Y,27.0,0.06296,SILVER CREEK TRL,WEAVER DAIRY RD,UKIAH LA, ,{921F8F74-414F-4AFC-8AEA-67CC250ACF24}
8945,2477.0,UKIAH,LN,101,109,108,1229,BST,Local,Y,27.0,0.08053,ARCADIA LA,ARCADIA LA,CROWTHER CT, ,{F57D0541-486D-414B-A0B1-CAD19BE32E44}
8946,460.0,CROWTHER,CT,101,105,104,1230,BST,Local,Y,27.0,0.02694,UKIAH LA,UKIAH LA, , ,{1B5ACA9B-F83E-43DE-B4B5-FE43D8EE9B06}
8947,2477.0,UKIAH,LN,201,205,208,1231,BST,Local,Y,27.0,0.04036,CROWTHER CT, , , ,{90A3DD1B-926B-453E-91BB-476402ADAEAD}
8948,482.0,ARCADIA,LN,105,107,110,1232,BST,Local,Y,27.0,0.05439,UKIAH LA, ,MILLBRAE LA, ,{C901B8F3-D6B9-4F14-B3E3-93AE22AF3426}
8949,482.0,ARCADIA,LN,201,213,216,1233,BST,Local,Y,27.0,0.07961,MILLBRAE LA, , , ,{0356F9C4-4897-4C71-A0A6-59A1A788E266}
8950,1562.0,MILLBRAE,LN,101,113,116,1234,BST,Local,Y,27.0,0.08236,ARCADIA LA,ARCADIA LA, , ,{0A414324-9549-4680-917C-DBEB2F7FE933}
8951,802.0,FARRINGTON,DR,101,103,102,1249,BST,Local,Y,27.0,0.03917,EMILY RD, ,MARCUS RD, ,{7628B29E-8A30-4D88-9163-8D7E582660FB}
8952,802.0,FARRINGTON,DR,105,111,110,1250,BST,Local,Y,27.0,0.08662,MARCUS RD, , , ,{D628D4C6-D100-4980-BA66-2A2F18BD57C5}
8953,1460.0,MARCUS,RD,101,129,130,1251,BST,Local,Y,27.0,0.15842,FARRINGTON RD,FARRINGTON RD, , ,{BE8A4B3C-F771-45F0-87B8-880E5D2FE48B}
8954,2415.0,TIMBERLYNE,CT,101,115,114,1261,BST,Local,N,20.0,0.11829,TIMBERLYNE RD,TIMBERLYNE RD, , ,{AFD0F0CB-970B-4657-A19D-FE23BF8A8059}
8955,270.0,CEDAR HILLS,DR,101,107,114,1264,BST,Collector,N,20.0,0.15519, , ,SILO DR,CEDAR HILLS DR,{E7689729-FC1C-4037-AD7C-2645696722CB}
8956,270.0,CEDAR HILLS,DR,115,115,38,1265,BST,Collector,N,20.0,0.05911,CEDAR HILLS CIR,SILO DR,CEDAR HILLS CIR,CEDAR HILLS CIR,{BE09ABB0-E63A-42B2-9007-F4C104A7A306}
8957,269.0,CEDAR HILLS,CIR,121,123,124,1269,BST,Local,,20.0,0.04983,SUTTON PL, ,SADDLE RIDGE RD, ,{43504FBD-2C79-4287-84C4-54B53388F4BB}
8958,2090.0,ROUNDTREE,RD,101,111,112,1273,BST,Local,N,19.0,0.08807,CEDAR FORK TRL,CEDAR FORK TRL, , ,{9EAA1A7C-3608-4A4B-9AC0-1CEDD0EDAB33}
8959,2305.0,STEEPLECHASE,RD,101,107,108,1274,BST,Local,Y,27.0,0.10284,WEAVER DAIRY RD,WEAVER DAIRY RD,DERBY LA, ,{F9BC78B9-9CF8-458E-BE70-E703D24CB557}
8960,2305.0,STEEPLECHASE,RD,109,123,124,1275,BST,Local,Y,27.0,0.09332,DERBY LN, , , ,{8624E517-6CA8-4C7F-9D4D-8F47302AE74E}
8961,655.0,DERBY,LN,101,113,112,1276,BST,Local,,27.0,0.07753,STEEPLECHASE RD, , , ,{A39EF5BC-0106-409F-878A-3081F7006C39}
8962,2955.0,WEATHERSTONE,DR,101,113,112,1278,BST,Private,,,0.14591, , , , ,{16084AB7-044F-46BC-AD49-7D412EABB459}
8963,2536.0,ROSEMARY,ST,511,515,520,1319,BST,Collector,Y,40.0,0.0197,GRAHAM ST, ,GRAHAM ST, ,{605801B6-1BC3-4287-87F0-1DD85203CB6E}
8964,2536.0,ROSEMARY,ST,503,509,516,1320,BST,Collector,Y,40.0,0.05143,ROBERSON ST, ,GRAHAM ST, ,{2B111349-BAF1-4760-B821-2A17E34BB193}
8965,2536.0,ROSEMARY,ST,499,501,500,1321,BST,Collector,Y,40.0,0.01262,ROBERSON ST, ,ROBERSON ST, ,{37D81585-35AE-497B-9932-9CEDB4465DC0}
8966,2536.0,ROSEMARY,ST,401,415,416,1322,BST,Collector,Y,40.0,0.08414,MITCHELL LN, ,ROBERSON ST, ,{520CC097-9412-4B2A-9ED5-965D29C30FC2}
8967,2536.0,ROSEMARY,ST,333,343,350,1323,BST,Collector,Y,40.0,0.05951,DAWSON PL, ,MITCHELL LA, ,{E7F46382-2E14-49EA-B70C-59B46BBDA526}
8968,2536.0,ROSEMARY,ST,321,331,330,1324,BST,Collector,Y,40.0,0.05712,CHURCH ST,CHURCH ST,DAWSON PL, ,{9B5B56F7-3DDE-45EA-9222-F7F052C40E4A}
8969,596.0,ANDREWS,LN,201,213,212,1325,Unpaved,Private,N,,0.06601,W ROSEMARY ST, , , ,{A2CB6A79-4AB5-4566-9A66-E38FCC27F9B6}
8970,2536.0,ROSEMARY,ST,317,319,320,1326,BST,Collector,Y,40.0,0.01719,CHURCH ST,CHURCH ST,DAWSON PL, ,{2C2AA6D8-887E-44C9-A216-E62EBA30BBB0}
8971,2536.0,ROSEMARY,ST,301,301,300,27108,BST,Collector,Y,40.0,0.03706,CHURCH ST,CHURCH ST,DAWSON PL, ,{F059EDA6-6139-482A-AF1D-BE1525F63570}
8972,1091.0,HILLSBOROUGH,ST,101,111,110,1332,BST,Collector,Y,28.0,0.07007,E. FRANLKIN ST, ,E. ROSEMARY ST, ,{5047B54B-0FA2-4873-BB2E-A6390BDFEF3C}
8973,1689.0,NORTH,ST,201,209,208,1335,BST,Local,Y,25.0,0.02574,HENDERSON ST,HENDERSON ST, , ,{9F15C301-B6DA-4151-96E1-4EDEA930267C}
8974,1056.0,HENDERSON,ST,301,305,306,1336,BST,Local,Y,16.0,0.03106,NORTH ST,NORTH ST,COBB TER, ,{6CB96697-21A1-498F-A129-F515AC793E14}
8975,2271.0,SPRING,LN,201,217,216,1338,BST,Local,N,14.0,0.075,ROBERTSON LA,ROSEMARY ST, , ,{1F04C7CC-B16A-4E72-932C-5798517DAD44}
8976,874.0,FRIENDLY,LN,207,215,1,1339,BST,Local,N,16.0,0.05255, , ,ROSEMARY ST,ROSEMARY ST,{FCB6E141-D49D-45CF-A4BF-A5D905F6716F}
8977,1091.0,HILLSBOROUGH,ST,201,219,220,1340,BST,Collector,Y,28.0,0.08806,E. ROSEMARY ST, ,NORTH ST, ,{CBAA04E9-6210-4BEB-A0B9-D570EFB386EB}
8978,1091.0,HILLSBOROUGH,ST,527,529,598,1341,BST,Collector,Y,28.0,0.03438,NORTH ST, ,BOLINWOOD DR, ,{CBCC87D3-57E0-4739-BCA1-C663048D8423}
8979,2619.0,WHISTLING TREE,CT,100,102,105,1342,BST,Local,,27.0,0.02175,BOLINWOOD DR,BOLINWOOD DR, , ,{FFBDC6DE-0D31-430F-ACAB-1C8E293A17DB}
8980,1621.0,MULLIN,CT,101,107,108,1345,BST,Local,,27.0,0.03703,BOLINWOOD DR,BOLINWOOD DR, , ,{BDEC4C13-26E8-4A71-94E9-C7321A35F70E}
8981,4682.0,SONGBIRD,LN,101,107,106,1346,BST,Local,,27.0,0.03825,BOLINWOOD DR,BOLINWOOD DR, , ,{33ECFC9D-0675-4B9A-A38B-F54EF6664E0D}
8982,1689.0,NORTH,ST,601,615,614,1354,BST,Local,Y,25.0,0.09019,BOUNDARY ST,BOUNDARY ST,GLENBURNIE ST,TENNEY CIR,{024ACD5D-7117-41B3-BE75-37D07A55941B}
8983,2384.0,TENNEY,CIR,301,307,308,1355,BST,Local,N,24.0,0.05664,GLENBURNIE ST, ,TENNEY CIRCLE, ,{518C174D-562E-4558-807C-8951306D3DAB}
8984,2384.0,TENNEY,CIR,309,329,330,1356,BST,Local,N,16.0,0.09123,TENNEY CIRCLE, ,LONE PINE RD, ,{E14A196A-7772-4A09-AA95-0A7EC30AEE36}
8985,2384.0,TENNEY,CIR,331,349,348,1357,BST,Local,N,16.0,0.0833,LONE PINE RD, ,BOWLING CREEK RD, ,{74375698-D8BF-451F-94DE-96C1E026B64C}
8986,2384.0,TENNEY,CIR,351,385,384,1358,BST,Local,N,16.0,0.15734,BOWLING CREEK RD, ,TENNEY CIRCLE, ,{87C772F9-4ACA-4301-80C0-405226D79953}
8987,94.0,BOWLING CREEK,RD,401,411,410,1359,BST,Local,N,16.0,0.08673,TENNEY CIR,TENNEY CIR, , ,{44DEDB0B-9A5C-431E-8237-1E9034CCDAF7}
8988,3366.0,ROSE,LN,95,111,112,1360,BST,Local,,20.0,0.05255,BOUNDARY ST, , , ,{817F4B62-8F88-41BA-AAF5-4D01BE98622E}
8989,220.0,CAMPBELL,LN,101,117,114,1361,BST,Local,,27.0,0.07365,BOUNDARY ST, , , ,{B28FC374-EB14-4116-A5E1-28E7E25A8BDB}
8990,1560.0,MILL RACE,DR,101,199,106,1362,BST,Local,Y,27.0,0.05846,HILLSBOROUGH ST, ,MILL RUN DR, ,{021DF0F1-AE0D-4636-B873-6D833DDCEB82}
8991,1560.0,MILL RACE,DR,201,229,230,1363,BST,Local,Y,25.0,0.10424,MILL RUN DR, , , ,{95505E89-AAB2-4740-9783-BF48C529F0A2}
8992,1561.0,MILL RUN,DR,101,117,116,1364,BST,Local,Y,,0.06352,MILL RACE DR, , , ,{E679EBC1-FC89-4DCA-A6BD-58264D2A6FF7}
8993,1904.0,PITTSBORO,ST,501,507,508,1371,BST,Arterial,Y,31.0,0.08311,UNIVERSITY DR, ,S. COLUMBIA ST, ,{0A7921EF-8B26-44B0-A865-99A2003BE719}
8994,1904.0,PITTSBORO,ST,301,351,350,1374,BST,Arterial,Y,31.0,0.10522,MCCAULEY ST, ,VANCE ST, ,{72D295F6-4190-4B4D-953E-C02D4D0F7658}
8995,2530.0,FRANKLIN,ST,0,0,0,1387,BST,Arterial,Y,57.0,0.0058,S COLUMBIA ST, ,CHURCH ST, ,{235DF148-4FB9-425A-8FBA-7CDF19CD4A71}
8996,1548.0,MERRITT MILL,RD,711,743,744,1388,BST,Arterial,N,20.0,0.17285,EDWARDS ST, ,PARK PL, ,{C9FC3183-7CE0-44D8-9EDD-DE8C5636C478}
8997,1548.0,MERRITT MILL,RD,701,709,708,1389,BST,Arterial,N,20.0,0.06609,GRANT ST, ,EDWARDS ST, ,{0435FD57-D05E-4FBE-B75D-6C1147ADEA8B}
8998,1548.0,MERRITT MILL,RD,607,611,610,1390,BST,Arterial,N,20.0,0.02244,LOCUST CT, ,GRANT ST, ,{4BD1142E-435E-4AB5-B6F8-18198A6A095A}
8999,1399.0,LOCUST,CT,95,99,98,1391,BST,Local,,27.0,0.0153,MERRITT MILL RD,MERRITT MILL RD,RAINTREE LA, ,{D96184D7-1A5B-4C70-8271-710085A48BD4}
9000,1501.0,MCCAULEY,ST,201,237,238,1401,BST,Collector,Y,29.0,0.19692,RANSOM ST,RANSOM ST,PITTSBORO ST,McCAULLEY ST,{58E53007-C1EB-4312-A946-C54CE8D5B20F}
9001,1501.0,MCCAULEY,ST,301,321,322,1402,BST,Collector,Y,29.0,0.11045,RANSOM ST,RANSOM ST,BROOKSIDE DR, ,{CD165BE6-ED4A-4FED-AFE2-23DCFEEB8A6E}
9002,155.0,BROOKSIDE,DR,301,303,302,1403,BST,Local,Y,28.0,0.04885,McCAULEY ST,McCAULEY ST, , ,{A82AE6F5-B808-41A0-ADE3-A1229AB53B04}
9003,2740.0,CAMERON,AVE,101,203,202,1406,BST,Collector,Y,47.0,0.24139,COLUMBIA ST,COLUMBIA ST,EMERSON DR, ,{96E37ABC-3D97-44F2-B2AF-4DA2985524DD}
9004,2740.0,CAMERON,AVE,205,235,240,1408,BST,Collector,Y,47.0,0.08984,ALUMNI PL, ,EMERSON DR, ,{B5EAE565-0C65-4002-BE0C-C08D37B246C5}
9005,2740.0,CAMERON,AVE,242,242,245,1409,BST,Collector,Y,47.0,0.06952,EMERSON DR, ,COUNTRY CLUB RD,RALEIGH ST,{E17F04D5-F812-4AB1-BB5B-16F9DCC2E8FA}
9006,419.0,COUNTRY CLUB,RD,101,103,102,1410,BST,Collector,Y,24.0,0.04722,RALEIGH ST,CAMERON AV,BOUNDARY ST, ,{8AE07488-110F-4773-9487-76E2DB28786F}
9007,535.0,BATTLE,LN,298,298,299,1412,BST,Local,N,16.0,0.01042,COUNTRY CLUB RD,COUNTRY CLUB RD,BOUNDARY ST,BOUNDARY ST,{27A2D9BC-6603-43FD-BBEC-D996D261DF2D}
9008,419.0,COUNTRY CLUB,RD,105,107,106,1413,BST,Collector,Y,24.0,0.02776,BOUNDARY ST, ,BATTLE LA, ,{21612674-C226-4876-A142-DE7DDB1156BE}
9009,419.0,COUNTRY CLUB,RD,109,115,114,1414,BST,Collector,Y,24.0,0.25511,BATTLE LA, ,COBB DR, ,{DBF90E59-5635-4B7D-BA5D-CF5993E3D9D4}
9010,419.0,COUNTRY CLUB,RD,117,119,118,1415,BST,Collector,Y,24.0,0.00701,PAUL GREEN THEATRE DR,GIMGHOUL RD,RALEIGH RD,SOUTH RD,{E8979531-A3F9-4AD2-83BB-96BC0ABBEF63}
9011,419.0,COUNTRY CLUB,RD,121,199,198,1416,BST,Collector,Y,24.0,0.0699,PAUL GREEN THEATER DR,GIMGHOUL RD,RALEIGH RD,SOUTH RD,{92B45EFC-EF6A-4357-A902-E7B76297A25A}
9012,1501.0,MCCAULEY,ST,101,149,148,1419,BST,Collector,Y,29.0,0.04273,McCAULLEY ST,PHARMACY LA,COLUMBIA ST,SOUTH RD,{462D9516-0969-408C-8117-0BD0FBD0285C}
9013,2530.0,FRANKLIN,ST,601,611,610,1431,BST,Arterial,Y,57.0,0.04862,S GRAHAM ST, ,N GRAHAM ST,GRAHAM ST,{52D9E9BB-437A-4A81-AF52-D309C4835AEA}
9014,1638.0,GRAHAM,ST,101,119,120,1432,BST,Collector,,39.0,0.09225,ROSEMARY ST, ,W FRANKLIN ST, ,{77FCEF90-F27E-4B76-A949-B76CC76E9651}
9015,2530.0,FRANKLIN,ST,501,519,520,1433,BST,Arterial,Y,57.0,0.06183,ROBERSON ST, ,S GRAHAM ST, ,{9B142E4C-B4BB-4A8E-B004-B596FEB385DE}
9016,2530.0,FRANKLIN,ST,421,433,466,1434,BST,Arterial,Y,57.0,0.06029,N BASNIGHT LN,YATES ALLEY,ROBERSON ST, ,{D0BE27C1-4F3E-4FCD-9692-946A312F244B}
9017,2530.0,FRANKLIN,ST,401,419,444,1435,BST,Arterial,Y,57.0,0.10595,KENAN ST, ,YATES ALLEY, ,{3CA217D4-1A85-460B-AD0D-83058914D3EF}
9018,1253.0,KENAN,ST,109,129,130,1436,BST,Local,Y,25.0,0.13687,FRANKLIN ST,FRANKLIN ST,CAMERON AV,CAMERON AV,{5A164565-EE77-4A44-96E6-D37AA96A4D36}
9019,2530.0,FRANKLIN,ST,301,329,330,1437,BST,Arterial,Y,57.0,0.06615,MALLETTE ST, ,KENAN ST, ,{2F304E4B-DF12-4C97-8B5D-6C98E34451A2}
9020,333.0,CHURCH,ST,101,111,112,1438,BST,Collector,Y,25.0,0.07057,W FRANKLIN ST, ,W ROSEMARY ST, ,{4E904E91-50BE-414E-B175-E9D62FB336B7}
9021,2530.0,FRANKLIN,ST,125,141,142,1439,BST,Arterial,Y,57.0,0.07402,S COLUMBIA ST, ,CHURCH ST, ,{72D69AAE-5B98-427B-860D-F11D5342F508}
9022,1399.0,LOCUST,CT,101,111,110,1441,BST,Local,,27.0,0.0307,RAINTREE LA, , , ,{6C683BC8-5825-4B5E-A84D-1FD6F14859C0}
9023,1975.0,RAIN TREE,LN,101,109,108,1442,BST,Local,,20.0,0.05819,LOCUST CT,LOCUST CT, , ,{B75F67B0-F418-480D-BCC7-74971872CEAD}
9024,1647.0,ROBERSON,ST,101,115,114,1443,BST,Local,,29.0,0.07179,ROSEMARY ST,ROSEMARY ST,FRANKLIN ST,FRANKLIN ST,{3C4A955F-0A65-4903-A7BB-4308630D5E0C}
9025,1442.0,MALLETTE,ST,101,103,104,27111,BST,Collector,Y,24.0,0.05528,FRANKLIN ST,FRANKLIN ST,COLONY CT, ,{2D459FF9-E2AB-4D6F-9657-DAE4DC83B50D}
9026,1442.0,MALLETTE,ST,115,121,120,1448,BST,Collector,Y,24.0,0.04699,COLONY CT, ,DAWSON AL, ,{593DE05C-6B69-4491-8C76-88459581CAAC}
9027,1442.0,MALLETTE,ST,123,133,132,1450,BST,Collector,Y,24.0,0.06199,DAWSON AL, ,CAMERON AV,CAMERON AV,{B5EC104E-AFBF-40A0-ABE9-C54A48E5DF86}
9028,1485.0,MASON FARM,RD,101,109,106,1453,BST,Collector,N,20.0,0.20275,DANIELS RD,WEST DR,COLUMBIA ST,WESTWOOD DR,{DA2B5FC8-E762-4B75-8225-8EB224701E12}
9029,1485.0,MASON FARM,RD,111,149,148,1454,BST,Collector,,,0.03471,EAST ST, ,DANIELS RD,WEST DR,{0887C50F-0464-4C34-93B6-9CB05229E126}
9030,1485.0,MASON FARM,RD,151,199,198,1455,BST,Collector,,,0.05934,DANIELS RD, ,NEW EAST DR, ,{39FB1D15-2702-47B9-9561-16FD85986B8D}
9031,1485.0,MASON FARM,RD,301,399,312,1456,BST,Collector,,,0.09476,BRAGG DR,,HIBBARD DR,HIBBARD DR,{F35C5639-DE8A-4366-877A-05555E893237}
9032,1485.0,MASON FARM,RD,401,555,554,1457,BST,Collector,,,0.0881,PUREFOY RD, ,HIBBARD DR,HIBBARD DR,{C475E066-49B3-41C2-996E-DAC37524721C}
9033,1485.0,MASON FARM,RD,1101,1299,1298,1458,BST,Collector,N,20.0,0.0897,PUREFOY RD, ,WHITEHEAD RD, ,{55AED35B-192F-483B-A46A-1DB1DC1CACB3}
9034,1485.0,MASON FARM,RD,1401,1409,1450,1459,BST,Collector,N,20.0,0.11238,OTEYS RD, ,MASON FARM PL, ,{346C74F5-AA13-4944-8FA3-0168A7241619}
9035,1484.0,MASON FARM,PL,1,1,1450,1460,BST,Local,N,18.0,0.04183,MASON FARM RD,MASON FARM RD, , ,{CFE2F5F5-E1E1-4088-92DD-F3CFE54092B6}
9036,2756.0,WEST,DR,401,499,498,1462,BST,Local,,,0.1218,MANNING DR,HOSPITAL DR,MASON FARM RD,DANIELS RD,{0033CE62-7F5E-4CD6-B7FF-D02D06B43080}
